"name","sex","count","year","rank","proportion"
"Ruth","F",6509,1909,4,0.0187453921297576
"Dorothy","F",6253,1909,5,0.0180081328909778
"Anna","F",5804,1909,6,0.0167150493042116
"Elizabeth","F",5176,1909,7,0.0149064602340798
"Mildred","F",5054,1909,8,0.0145551101280988
"Marie","F",4301,1909,9,0.0123865311952815
"Alice","F",4170,1909,10,0.0120092618191872
"John","M",9591,1909,1,0.0584820639150239
"William","M",7914,1909,2,0.0482563918072671
"James","M",7594,1909,3,0.0463051603973195
"George","M",4688,1909,4,0.0285855401557327
"Robert","M",4563,1909,5,0.0278233403862219
"Joseph","M",4348,1909,6,0.0265123567826633
"Charles","M",4030,1909,7,0.0245733205690279
"Frank","M",3244,1909,8,0.019780608418344
"Edward","M",2935,1909,9,0.0178964505881133
"Thomas","M",2468,1909,10,0.015048872249221
"Mary","F",22848,1910,1,0.0576237758604601
"Helen","F",10479,1910,2,0.026428551612472
"Margaret","F",8226,1910,3,0.0207463751850553
"Dorothy","F",7318,1910,4,0.0184563546807969
"Ruth","F",7212,1910,5,0.0181890174853658
"Anna","F",6436,1910,6,0.0162319074508894
"Elizabeth","F",5800,1910,7,0.0146278842783031
"Mildred","F",5692,1910,8,0.014355502984845
"Marie","F",4790,1910,9,0.0120806147746675
"Alice","F",4671,1910,10,0.011780490942061
"John","M",11450,1910,1,0.0589549779626807
"James","M",9195,1910,2,0.0473441940931746
"William","M",8844,1910,3,0.045536927956502
"Robert","M",5610,1910,4,0.0288853647485274
"George","M",5441,1910,5,0.028015199571611
"Joseph","M",5228,1910,6,0.026918482514314
"Charles","M",4785,1910,7,0.024637516991391
"Frank","M",3768,1910,8,0.0194010792107756
"Edward","M",3408,1910,9,0.0175474729167525
"Henry","M",2899,1910,10,0.0149266795732586
"Mary","F",24390,1911,1,0.0583068772949816
"Helen","F",11802,1911,2,0.0282139305385557
"Margaret","F",9279,1911,3,0.0221824319155447
"Dorothy","F",8869,1911,4,0.0212022835067319
"Ruth","F",8003,1911,5,0.0191320188188495
"Anna","F",6753,1911,6,0.0161437614749082
"Elizabeth","F",6298,1911,7,0.0150560358017136
"Mildred","F",6271,1911,8,0.0149914894430845
"Marie","F",5017,1911,9,0.0119936696756426
"Frances","F",4967,1911,10,0.0118741393818849
"John","M",13445,1911,1,0.0594998384719893
"William","M",10593,1911,2,0.0468785265105082
"James","M",9951,1911,3,0.0440374036916895
"George","M",6586,1911,4,0.0291458487301243
"Robert","M",6526,1911,5,0.0288803232330385
"Joseph","M",6488,1911,6,0.0287121570848841
"Charles","M",5725,1911,7,0.0253355578469423
"Frank","M",4314,1911,8,0.0190912832404732
"Edward","M",4164,1911,9,0.0184274694977585
"Thomas","M",3293,1911,10,0.0145729243650622
"Mary","F",32303,1912,1,0.0578789599955565
"Helen","F",16133,1912,2,0.0289063325885618
"Dorothy","F",12645,1912,3,0.0226567021373808
"Margaret","F",12535,1912,4,0.0224596094339318
"Ruth","F",11280,1912,5,0.0202109608627643
"Mildred","F",8764,1912,6,0.0157029132093322
"Anna","F",8586,1912,7,0.0153839813801148
"Elizabeth","F",8528,1912,8,0.0152800597728417
"Frances","F",6680,1912,9,0.0119689023548995
"Marie","F",6642,1912,10,0.0119008157846171
"John","M",24587,1912,1,0.0571862512966745
"William","M",19626,1912,2,0.0456475929535337
"James","M",17644,1912,3,0.0410377117126337
"Robert","M",12837,1912,4,0.029857237885688
"Joseph","M",12062,1912,5,0.0280546859373038
"George","M",11734,1912,6,0.0272917994352779
"Charles","M",11070,1912,7,0.025747419443372
"Edward","M",7936,1912,8,0.0184581319514544
"Frank","M",7912,1912,9,0.0184023109878915
"Thomas","M",6085,1912,10,0.0141529401366683
"Mary","F",36641,1913,1,0.0586691559814006
"Helen","F",18889,1913,2,0.0302448537794459
"Dorothy","F",14674,1913,3,0.0234958433140764
"Margaret","F",14486,1913,4,0.0231948198342449
"Ruth","F",12608,1913,5,0.0201877874133757
"Mildred","F",9921,1913,6,0.0158853933159978
"Anna","F",9687,1913,7,0.015510715154931
"Elizabeth","F",9505,1913,8,0.0152192988074346
"Frances","F",7694,1913,9,0.0123195460309734
"Marie","F",7352,1913,10,0.0117719394878758
"John","M",29329,1913,1,0.0572208413486864
"William","M",23537,1913,2,0.0459206567842078
"James","M",20831,1913,3,0.0406412542580547
"Robert","M",15683,1913,4,0.0305975128668365
"Joseph","M",14471,1913,5,0.0282329024227502
"George","M",13873,1913,6,0.027066205190437
"Charles","M",13190,1913,7,0.0257336730672431
"Edward","M",9474,1913,8,0.0184837618376847
"Frank","M",9237,1913,9,0.0180213751419352
"Thomas","M",7097,1913,10,0.0138462378891755
"Mary","F",45345,1914,1,0.0595421771860691
"Helen","F",23221,1914,2,0.0304913198023533
"Dorothy","F",18782,1914,3,0.0246625024128074
"Margaret","F",17763,1914,4,0.0233244612053401
"Ruth","F",15839,1914,5,0.0207980713298081
"Anna","F",11865,1914,6,0.0155798419299308
"Mildred","F",11649,1914,7,0.0152962139605363
"Elizabeth","F",11367,1914,8,0.0149259218893825
"Frances","F",9677,1914,9,0.0127067956473611
"Marie","F",8829,1914,10,0.0115932932489978
"John","M",37948,1914,1,0.0579567599929135
"William","M",29755,1914,2,0.0454438545796653
"James","M",26263,1914,3,0.0401106352823307
"Robert","M",21188,1914,4,0.0323597509942514
"Joseph","M",18828,1914,5,0.0287553988918145
"George","M",17603,1914,6,0.0268844957877953
"Charles","M",16937,1914,7,0.0258673354063449
"Edward","M",12318,1914,8,0.0188128852533126
"Frank","M",12001,1914,9,0.0183287413480277
"Walter","M",8962,1914,10,0.0136873743822202
"Mary","F",58187,1915,1,0.0591405827563636
"Helen","F",30866,1915,2,0.0313718395407551
"Dorothy","F",25154,1915,3,0.0255662298907586
"Margaret","F",23055,1915,4,0.0234328309665039
"Ruth","F",21881,1915,5,0.0222395911679927
"Mildred","F",15253,1915,6,0.0155029698864491
"Anna","F",15120,1915,7,0.0153677902499909
"Elizabeth","F",14103,1915,8,0.014334123405795
"Frances","F",12787,1915,9,0.0129965564766292
"Evelyn","F",11594,1915,10,0.0117840053014811
"John","M",47577,1915,1,0.056065085793946
"William","M",38564,1915,2,0.0454441004804367
"James","M",33777,1915,3,0.0398030645661163
"Robert","M",28738,1915,4,0.0338650700032878
"Joseph","M",23052,1915,5,0.0271646458944878
"George","M",22308,1915,6,0.0262879108369874
"Charles","M",21959,1915,7,0.0258766466769502
"Edward","M",15889,1915,8,0.0187237141513758
"Frank","M",15006,1915,9,0.0176831804742618
"Thomas","M",11490,1915,10,0.0135399002831713
"Mary","F",61437,1916,1,0.0588292184064777
"Helen","F",32661,1916,2,0.0312746570043128
"Dorothy","F",27415,1916,3,0.0262513309994561
"Margaret","F",24952,1916,4,0.0238928765675152
"Ruth","F",23189,1916,5,0.0222047096314568
"Mildred","F",15633,1916,6,0.0149694348901878
"Anna","F",15228,1916,7,0.0145816256961414
"Elizabeth","F",14939,1916,8,0.0143048927156985
"Frances","F",13746,1916,9,0.0131625313120016
"Virginia","F",12487,1916,10,0.0119569713729786
"John","M",50046,1916,1,0.0562254590802105
"William","M",40421,1916,2,0.0454120065835669
"James","M",35568,1916,3,0.0399597795740904
"Robert","M",31740,1916,4,0.0356591150382824
"Joseph","M",23882,1916,5,0.026830843898685
"Charles","M",23612,1916,6,0.0265275054909869
"George","M",23379,1916,7,0.0262657356798993
"Edward","M",17005,1916,8,0.0191047023070571
"Frank","M",15292,1916,9,0.0171801886315506
"Thomas","M",11998,1916,10,0.0134794600576343
"Mary","F",64281,1917,1,0.0594484365896291
"Helen","F",34249,1917,2,0.0316742039600847
"Dorothy","F",28853,1917,3,0.0266838683424428
"Margaret","F",25560,1917,4,0.0236384318730405
"Ruth","F",23567,1917,5,0.0217952630654126
"Mildred","F",16257,1917,6,0.0150348195211275
"Anna","F",15160,1917,7,0.0140202905788456
"Elizabeth","F",15131,1917,8,0.0139934707617753
"Frances","F",14363,1917,9,0.0132832080200501
"Virginia","F",14261,1917,10,0.0131888762496648
"John","M",51853,1917,1,0.0560265281337384
"William","M",42421,1917,2,0.0458353682518141
"James","M",37339,1917,3,0.0403443298167061
"Robert","M",35220,1917,4,0.0380547764038777
"Joseph","M",24763,1917,5,0.026756116640807
"George","M",24197,1917,6,0.0261445606088764
"Charles","M",24146,1917,7,0.0260894557367413
"Edward","M",17502,1917,8,0.0189106955315351
"Frank","M",15769,1917,9,0.0170382103666311
"Thomas","M",12611,1917,10,0.0136260302450114
"Mary","F",67368,1918,1,0.058193704320214
"Helen","F",36150,1918,2,0.0312270278348138
"Dorothy","F",32034,1918,3,0.0276715521344516
"Margaret","F",27140,1918,4,0.0234440258765379
"Ruth","F",25535,1918,5,0.022057597669764
"Mildred","F",17257,1918,6,0.0149069106319608
"Virginia","F",16421,1918,7,0.014184758618962
"Frances","F",16131,1918,8,0.0139342513417256
"Elizabeth","F",15851,1918,9,0.0136923822464629
"Anna","F",15666,1918,10,0.01353257587995
"John","M",56557,1918,1,0.0558024394142406
"William","M",45291,1918,2,0.0446867458229816
"James","M",42121,1918,3,0.0415590386789828
"Robert","M",40624,1918,4,0.0400820110466275
"Charles","M",26922,1918,5,0.0265628175806741
"George","M",26320,1918,6,0.0259688492208359
"Joseph","M",26263,1918,7,0.0259126096917482
"Edward","M",19490,1918,8,0.0192299723143652
"Frank","M",17018,1918,9,0.0167909527370891
"Thomas","M",13910,1918,10,0.0137244184142031
"Mary","F",65843,1919,1,0.0582612327387726
"Helen","F",33705,1919,2,0.0298238969892066
"Dorothy","F",31734,1919,3,0.0280798560170741
"Margaret","F",26237,1919,4,0.0232158310430445
"Ruth","F",24566,1919,5,0.0217372453178119
"Mildred","F",17299,1919,6,0.0153070343870727
"Virginia","F",15637,1919,7,0.0138364123192471
"Elizabeth","F",15288,1919,8,0.0135275993820202
"Frances","F",15107,1919,9,0.0133674413830572
"Anna","F",14499,1919,10,0.0128294520826734
"John","M",53530,1919,1,0.054614814051505
"William","M",43974,1919,2,0.0448651566056582
"James","M",42388,1919,3,0.0432470154682458
"Robert","M",41024,1919,4,0.0418553732794497
"Charles","M",25194,1919,5,0.0257045698713547
"George","M",25173,1919,6,0.0256831442951343
"Joseph","M",24263,1919,7,0.024754702658914
"Edward","M",18536,1919,8,0.0189116419439323
"Frank","M",15702,1919,9,0.0160202094197036
"Thomas","M",13434,1919,10,0.0137062471878931
"Mary","F",70975,1920,1,0.0592303847075033
"Dorothy","F",36645,1920,2,0.0305811545981889
"Helen","F",35098,1920,3,0.0292901450153427
"Margaret","F",27997,1920,4,0.0233641857084321
"Ruth","F",26100,1920,5,0.0217810925095574
"Mildred","F",18058,1920,6,0.0150698455378386
"Virginia","F",17314,1920,7,0.0144489592226236
"Elizabeth","F",15910,1920,8,0.0132772866600405
"Frances","F",15882,1920,9,0.0132539199707583
"Anna","F",14581,1920,10,0.0121682034437493
"John","M",56914,1920,1,0.0534682393172029
"William","M",50153,1920,2,0.0471165724861313
"Robert","M",48681,1920,3,0.0457336922057974
"James","M",47915,1920,4,0.0450140683642649
"Charles","M",28311,1920,5,0.0265969589786227
"George","M",26890,1920,6,0.0252619909906101
"Joseph","M",25595,1920,7,0.0240453945483327
"Edward","M",20097,1920,8,0.0188802615447487
"Frank","M",16433,1920,9,0.0154380921513089
"Richard","M",15010,1920,10,0.014101245249872
"Mary","F",73983,1921,1,0.0600015084925699
"Dorothy","F",39083,1921,2,0.0316969973698702
"Helen","F",34819,1921,3,0.0282388187043346
"Margaret","F",28466,1921,4,0.0230864244589905
"Ruth","F",25783,1921,5,0.0209104644778385
"Virginia","F",19030,1921,6,0.0154336632282228
"Mildred","F",17883,1921,7,0.0145034261434739
"Betty","F",17637,1921,8,0.0143039158358468
"Frances","F",15995,1921,9,0.0129722250833118
"Elizabeth","F",15800,1921,10,0.0128140766687294
"John","M",58225,1921,1,0.0528622802549737
"Robert","M",52779,1921,2,0.0479178753040319
"William","M",51861,1921,3,0.0470844262138805
"James","M",49749,1921,4,0.0451669485685648
"Charles","M",29244,1921,5,0.0265505285320129
"George","M",27474,1921,6,0.0249435515281262
"Joseph","M",26176,1921,7,0.0237651017252759
"Edward","M",20818,1921,8,0.0189005916762223
"Frank","M",16706,1921,9,0.0151673208061759
"Richard","M",16376,1921,10,0.0148677149240953
"Mary","F",72170,1922,1,0.0600940421382721
"Dorothy","F",37711,1922,2,0.0314009480819784
"Helen","F",32507,1922,3,0.0270677155021312
"Margaret","F",26862,1922,4,0.0223672739354062
"Ruth","F",23628,1922,5,0.0196744080316349
"Betty","F",20893,1922,6,0.0173970461742402
"Virginia","F",19145,1922,7,0.0159415330017628
"Mildred","F",16413,1922,8,0.013666669164687
"Elizabeth","F",15243,1922,9,0.012692441240317
"Frances","F",15054,1922,10,0.0125350659602265
"John","M",57275,1922,1,0.0526286288714547
"Robert","M",53798,1922,2,0.049433696656945
"William","M",51117,1922,3,0.0469701898214256
"James","M",49814,1922,4,0.0457728942575757
"Charles","M",28844,1922,5,0.0265040623512569
"George","M",27350,1922,6,0.0251312614514934
"Joseph","M",25702,1922,7,0.023616953631674
"Edward","M",20419,1922,8,0.0187625311728718
"Richard","M",17539,1922,9,0.0161161679926049
"Frank","M",16014,1922,10,0.0147148819336094
"Mary","F",71633,1923,1,0.0593811291475107
"Dorothy","F",39045,1923,2,0.0323668726364183
"Helen","F",31492,1923,3,0.0261057127177894
"Margaret","F",26134,1923,4,0.0216641272757115
"Betty","F",25990,1923,5,0.0215447565583433
"Ruth","F",23636,1923,6,0.019593376914698
"Virginia","F",18330,1923,7,0.0151948975650032
"Mildred","F",15989,1923,8,0.0132542944444537
"Elizabeth","F",15461,1923,9,0.0128166018141033
"Frances","F",14875,1923,10,0.0123308293114796
"John","M",57476,1923,1,0.0524326597560453
"Robert","M",56120,1923,2,0.0511956445387511
"William","M",52135,1923,3,0.047560315895007
"James","M",50466,1923,4,0.0460377654542519
"Charles","M",28959,1923,5,0.0264179378153545
"George","M",27030,1923,6,0.0246582015659737
"Joseph","M",25556,1923,7,0.0233135404816879
"Edward","M",20597,1923,8,0.0187896773087074
"Richard","M",18884,1923,9,0.0172269877311079
"Donald","M",16436,1923,10,0.0149937921175858
"Mary","F",73532,1924,1,0.0588773178359871
"Dorothy","F",39996,1924,2,0.0320249306991261
"Helen","F",31193,1924,3,0.0249763392163677
"Betty","F",30602,1924,4,0.0245031235437208
"Margaret","F",26549,1924,5,0.021257872915569
"Ruth","F",23601,1924,6,0.0188973994756995
"Virginia","F",18624,1924,7,0.0149122989634095
"Mildred","F",15855,1924,8,0.0126951514210082
"Doris","F",15785,1924,9,0.0126391021873614
"Frances","F",15185,1924,10,0.0121586801846742
"Robert","M",60794,1924,1,0.0536694360356972
"John","M",59055,1924,2,0.0521342327382324
"William","M",53511,1924,3,0.0472399445949632
"James","M",52939,1924,4,0.0467349783579593
"Charles","M",30458,1924,5,0.0268885693123543
"George","M",27370,1924,6,0.0241624578790182
"Joseph","M",25430,1924,7,0.0224498101521167
"Richard","M",21245,1924,8,0.0187552582257852
"Edward","M",21128,1924,9,0.0186519696773072
"Donald","M",17925,1924,10,0.0158243353117063
"Mary","F",70602,1925,1,0.0579957531225228
"Dorothy","F",38572,1925,2,0.0316848274757365
"Betty","F",32817,1925,3,0.0269574039010486
"Helen","F",29168,1925,4,0.0239599462774106
"Margaret","F",24465,1925,5,0.0200966842319272
"Ruth","F",22250,1925,6,0.0182771806319387
"Virginia","F",17488,1925,7,0.0143654532535435
"Doris","F",16075,1925,8,0.0132047496026253
"Mildred","F",14447,1925,9,0.0118674349927918
"Elizabeth","F",13932,1925,10,0.0114443901377155
"Robert","M",60896,1925,1,0.0545686552826645
"John","M",57195,1925,2,0.051252204395888
"William","M",53300,1925,3,0.0477619109065623
"James","M",52683,1925,4,0.0472090197427846
"Charles","M",29583,1925,5,0.0265092046969762
"George","M",26564,1925,6,0.0238038912067903
"Joseph","M",24612,1925,7,0.022054712030625
"Richard","M",23274,1925,8,0.0208557357305691
"Edward","M",20093,1925,9,0.0180052547062956
"Donald","M",19197,1925,10,0.0172023527893673
"Mary","F",67827,1926,1,0.0572210739444046
"Dorothy","F",36614,1926,2,0.0308887670308348
"Betty","F",32959,1926,3,0.0278052895769182
"Helen","F",26884,1926,4,0.0226802210317628
"Margaret","F",23070,1926,5,0.0194626059813557
"Ruth","F",20216,1926,6,0.0170548783059856
"Doris","F",16299,1926,7,0.0137503690892985
"Virginia","F",16161,1926,8,0.013633947779137
"Mildred","F",13551,1926,9,0.0114320664782554
"Frances","F",13355,1926,10,0.0112667144725187
"Robert","M",61126,1926,1,0.055042880967046
"John","M",56114,1926,2,0.0505296636878712
"James","M",53208,1926,3,0.0479128621289563
"William","M",51928,1926,4,0.046760244787108
"Charles","M",29520,1926,5,0.0265822374463763
"George","M",25900,1926,6,0.0233224915264616
"Richard","M",25146,1926,7,0.0226435278735291
"Joseph","M",23762,1926,8,0.0213972603726556
"Donald","M",20904,1926,9,0.01882368196406
"Edward","M",19379,1926,10,0.0174504464591235
"Mary","F",70638,1927,1,0.0592426720342181
"Dorothy","F",35987,1927,2,0.0301815742022057
"Betty","F",35422,1927,3,0.0297077200486434
"Helen","F",25316,1927,4,0.021232020799262
"Margaret","F",21960,1927,5,0.0184174109950937
"Ruth","F",19412,1927,6,0.0162804545645155
"Doris","F",16511,1927,7,0.0138474441229505
"Virginia","F",15726,1927,8,0.0131890803874701
"Shirley","F",13313,1927,9,0.0111653457457961
"Barbara","F",13162,1927,10,0.0110387050782069
"Robert","M",61664,1927,1,0.0547240590086944
"John","M",55949,1927,2,0.0496522505429009
"James","M",53663,1927,3,0.0476235271565835
"William","M",51471,1927,4,0.0456782245919258
"Charles","M",31935,1927,5,0.0283408929755231
"Richard","M",26766,1927,6,0.0237536352397949
"George","M",25951,1927,7,0.0230303589668952
"Donald","M",23838,1927,8,0.0211551653906535
"Joseph","M",23502,1927,9,0.0208569803259979
"Edward","M",19113,1927,10,0.0169619379189345
"Mary","F",66862,1928,1,0.0579825519884836
"Betty","F",36078,1928,2,0.0312867474894635
"Dorothy","F",33728,1928,3,0.0292488336195085
"Helen","F",22936,1928,4,0.0198900393707616
"Margaret","F",20294,1928,5,0.0175989038624972
"Ruth","F",17864,1928,6,0.0154916142012245
"Doris","F",16567,1928,7,0.0143668591844876
"Barbara","F",14869,1928,8,0.0128943580137711
"Virginia","F",14497,1928,9,0.0125717605841442
"Shirley","F",14211,1928,10,0.0123237421301837
"Robert","M",60690,1928,1,0.0547970189843816
"John","M",53746,1928,2,0.0485272793266531
"James","M",52747,1928,3,0.0476252819306175
"William","M",49110,1928,4,0.0443414335528585
"Charles","M",31239,1928,5,0.0282057023571115
"Richard","M",28791,1928,6,0.0259954024316911
"Donald","M",25704,1928,7,0.0232081492169146
"George","M",24401,1928,8,0.0220316701307941
"Joseph","M",22316,1928,9,0.0201491230129422
"Edward","M",18480,1928,10,0.0166855974762131
"Mary","F",63514,1929,1,0.0568881261688605
"Betty","F",36669,1929,2,0.032843636024907
"Dorothy","F",31477,1929,3,0.0281932730959666
"Helen","F",20983,1929,4,0.0187940225997607
"Margaret","F",19206,1929,5,0.0172024018515467
"Doris","F",16496,1929,6,0.0147751130346305
"Barbara","F",16039,1929,7,0.0143657879463166
"Ruth","F",16014,1929,8,0.0143433959830609
"Shirley","F",14578,1929,9,0.0130572016136544
"Patricia","F",13626,1929,10,0.012204515652878
"Robert","M",59802,1929,1,0.0556092825340619
"James","M",52121,1929,2,0.0484667973472098
"John","M",52113,1929,3,0.0484593582271089
"William","M",47800,1929,4,0.044448742602725
"Charles","M",29932,1929,5,0.0278334678574218
"Richard","M",29573,1929,6,0.0274996373428951
"Donald","M",27181,1929,7,0.0252753404327336
"George","M",23016,1929,8,0.0214023485302158
"Joseph","M",21156,1929,9,0.0196727531067625
"Edward","M",17229,1929,10,0.0160210750272458
"Mary","F",64137,1930,1,0.0569692942991623
"Betty","F",38239,1930,2,0.0339655556808966
"Dorothy","F",30404,1930,3,0.0270061653003996
"Helen","F",19914,1930,4,0.0176884875605893
"Margaret","F",18351,1930,5,0.0163001624597959
"Barbara","F",18282,1930,6,0.0162388736357685
"Patricia","F",15749,1930,7,0.0139889520232862
"Joan","F",15477,1930,8,0.0137473497024827
"Doris","F",15467,1930,9,0.0137384672642179
"Ruth","F",14938,1930,10,0.0132685862800082
"Robert","M",62146,1930,1,0.0566393006350572
"James","M",53946,1930,2,0.0491658950223473
"John","M",52433,1930,3,0.0477869605477095
"William","M",47258,1930,4,0.0430705124933468
"Richard","M",32174,1930,5,0.0293230917296742
"Charles","M",31857,1930,6,0.0290341808053779
"Donald","M",29045,1930,7,0.0264713495147755
"George","M",22773,1930,8,0.0207551056119808
"Joseph","M",20980,1930,9,0.0191209816773968
"Edward","M",17345,1930,10,0.0158080756527382
"Mary","F",60294,1931,1,0.0566379096558928
"Betty","F",36102,1931,2,0.0339128572394773
"Dorothy","F",26521,1931,3,0.0249128271798841
"Barbara","F",21796,1931,4,0.020474340379803
"Joan","F",19115,1931,5,0.0179559100917569
"Helen","F",17657,1931,6,0.0165863198791604
"Margaret","F",17334,1931,7,0.0162829058608692
"Patricia","F",16468,1931,8,0.0154694181214257
"Shirley","F",14401,1931,9,0.0135277562768188
"Doris","F",13621,1931,10,0.0127950536939483
"Robert","M",60499,1931,1,0.0582144888154166
"James","M",51201,1931,2,0.0492675918914056
"John","M",48403,1931,3,0.0465752475600028
"William","M",43263,1931,4,0.0416293398175403
"Richard","M",31816,1931,5,0.0306145915825269
"Charles","M",29917,1931,6,0.0287872999866249
"Donald","M",29100,1931,7,0.028001150837677
"George","M",20678,1931,8,0.0198971751553775
"Joseph","M",19328,1931,9,0.0185981526938358
"Thomas","M",16840,1931,10,0.0162041024091574
"Mary","F",59869,1932,1,0.0561086541101892
"Betty","F",34411,1932,2,0.03224966003417
"Barbara","F",26315,1932,3,0.0246621662782012
"Dorothy","F",24968,1932,4,0.0233997707632198
"Joan","F",21047,1932,5,0.0197250470703896
"Patricia","F",17991,1932,6,0.0168609931032156
"Margaret","F",16544,1932,7,0.0155048785448057
"Helen","F",16375,1932,8,0.0153464933614116
"Shirley","F",14474,1932,9,0.0135648943458364
"Doris","F",12909,1932,10,0.0120981913161809
"Robert","M",59250,1932,1,0.0567591801387894
"James","M",51919,1932,2,0.0497363691751191
"John","M",48603,1932,3,0.0465597710090393
"William","M",42114,1932,4,0.0403435630778899
"Richard","M",31795,1932,5,0.0304583651057014
"Charles","M",31093,1932,6,0.0297858765916519
"Donald","M",29774,1932,7,0.0285223262354821
"George","M",20437,1932,8,0.0195778458142859
"Joseph","M",18558,1932,9,0.0177778373842304
"Thomas","M",16829,1932,10,0.0161215230811086
"Mary","F",55493,1933,1,0.0550663459515673
"Betty","F",31526,1933,2,0.0312836145544323
"Barbara","F",26949,1933,3,0.0267418044987437
"Dorothy","F",22050,1933,4,0.0218804701175294
"Joan","F",19289,1933,5,0.0191406978728809
"Patricia","F",18625,1933,6,0.0184818029904301
"Margaret","F",15241,1933,7,0.0151238206376991
"Helen","F",14645,1933,8,0.0145324029420053
"Shirley","F",14315,1933,9,0.0142049401239199
"Doris","F",12021,1933,10,0.0119285773824408
"Robert","M",54208,1933,1,0.0546889896640957
"James","M",51101,1933,2,0.0515544211338724
"John","M",46224,1933,3,0.0466341473257298
"William","M",39034,1933,4,0.0393803501798316
"Richard","M",31331,1933,5,0.0316090011652484
"Charles","M",28986,1933,6,0.0292431938902649
"Donald","M",28429,1933,7,0.0286812516078914
"George","M",18359,1933,8,0.0185219001114805
"Joseph","M",17156,1933,9,0.0173082258463184
"Thomas","M",16501,1933,10,0.0166474140061844
"Mary","F",56921,1934,1,0.0545186885095167
"Betty","F",31078,1934,2,0.029766374475128
"Barbara","F",29231,1934,3,0.0279973258344316
"Shirley","F",22839,1934,4,0.0218750957795691
"Dorothy","F",21280,1934,5,0.0203818922977902
"Patricia","F",20847,1934,6,0.0199671667637233
"Joan","F",19464,1934,7,0.0186425353235051
"Margaret","F",15146,1934,8,0.0145067735311245
"Helen","F",14099,1934,9,0.0135039614429767
"Nancy","F",13517,1934,10,0.0129465243509976
"Robert","M",55827,1934,1,0.0540788471858696
"James","M",54239,1934,2,0.0525405734235116
"John","M",46733,1934,3,0.0452696144434994
"William","M",40164,1934,4,0.0389063144781784
"Richard","M",33152,1934,5,0.0321138865048444
"Donald","M",30405,1934,6,0.0294529053806646
"Charles","M",29789,1934,7,0.0288561946516895
"George","M",18494,1934,8,0.0179148834767312
"Thomas","M",17367,1934,9,0.0168231740748562
"Joseph","M",17103,1934,10,0.0165674409052954
"Mary","F",55072,1935,1,0.0525263623739108
"Shirley","F",42354,1935,2,0.040396236780662
"Barbara","F",30693,1935,3,0.029274252620977
"Betty","F",28673,1935,4,0.0273476247157747
"Patricia","F",22876,1935,5,0.0218185841383204
"Dorothy","F",19400,1935,6,0.0185032580994674
"Joan","F",18222,1935,7,0.0173797097468296
"Margaret","F",14718,1935,8,0.0140376779746372
"Nancy","F",14542,1935,9,0.013869813365075
"Helen","F",12778,1935,10,0.0121873521646904
"Robert","M",56520,1935,1,0.0542946261576754
"James","M",54991,1935,2,0.0528258277961204
"John","M",47489,1935,3,0.0456192056192825
"William","M",40195,1935,4,0.0386123938147162
"Richard","M",33938,1935,5,0.0326017519911392
"Charles","M",29970,1935,6,0.0287899848893406
"Donald","M",29655,1935,7,0.0284873874505637
"George","M",18554,1935,8,0.0178234694573515
"Thomas","M",17677,1935,9,0.0169809997627252
"Joseph","M",17183,1935,10,0.0165064501285799
"Mary","F",54362,1936,1,0.0522589433430458
"Shirley","F",35161,1936,2,0.0338007561694719
"Barbara","F",31679,1936,3,0.0304534613547027
"Betty","F",25863,1936,4,0.0248624600213604
"Patricia","F",23912,1936,5,0.022986936706135
"Dorothy","F",17668,1936,6,0.0169844930463363
"Joan","F",17067,1936,7,0.016406743424373
"Nancy","F",16756,1936,8,0.0161077748179993
"Margaret","F",14594,1936,9,0.0140294142810862
"Carol","F",14521,1936,10,0.0139592383702654
"Robert","M",58489,1936,1,0.0564016320012652
"James","M",54674,1936,2,0.0527227825409423
"John","M",47665,1936,3,0.0459639212388706
"William","M",39386,1936,4,0.0379803839696666
"Richard","M",33484,1936,5,0.032289015813749
"Charles","M",29081,1936,6,0.0280431510237616
"Donald","M",28633,1936,7,0.0276111393440173
"Thomas","M",18340,1936,8,0.017685478139534
"George","M",18192,1936,9,0.0175427599953327
"David","M",17476,1936,10,0.0168523127571699
"Mary","F",55642,1937,1,0.0523010605529388
"Barbara","F",34909,1937,2,0.0328129420732997
"Patricia","F",26837,1937,3,0.0252256130631397
"Shirley","F",26812,1937,4,0.0252021141501994
"Betty","F",25328,1937,5,0.023807218678064
"Carol","F",17335,1937,6,0.0162941462327953
"Nancy","F",17067,1937,7,0.0160422378860754
"Dorothy","F",16571,1937,8,0.0155760194533401
"Joan","F",15297,1937,9,0.014378514849903
"Margaret","F",15144,1937,10,0.0142347015027085
"Robert","M",61821,1937,1,0.0579728220454454
"James","M",56552,1937,2,0.0530318020141057
"John","M",48745,1937,3,0.0457107651219688
"William","M",40704,1937,4,0.0381702940511769
"Richard","M",32972,1937,5,0.0309195886265577
"Charles","M",30515,1937,6,0.0286155297506796
"Donald","M",27862,1937,7,0.0261276713063554
"David","M",20975,1937,8,0.019669367082435
"Thomas","M",19774,1937,9,0.0185431258492525
"George","M",18429,1937,10,0.017281848198436
"Mary","F",56215,1938,1,0.0509511362153226
"Barbara","F",39273,1938,2,0.0355955523007091
"Patricia","F",27555,1938,3,0.0249748031381876
"Betty","F",25502,1938,4,0.0231140420841974
"Shirley","F",23770,1938,5,0.0215442232115666
"Carol","F",19423,1938,6,0.0176042678770828
